x1;x2;x3;x4;x5;x6;x7;x8;x9;y
0;1,21;60;27,9;15,77;55;10;5,9;15,9;16,43
140;1,21;120;40,3;21,16;74,5;17,7;17,8;35,5;30,8
0;1,21;180;35;18,12;68;17,6;13,2;30,8;28,2
210;1,21;360;29,7;16,3;65;14,8;6,2;21;20,66
50;1,21;180;33;17,58;65,5;14,5;7,8;22,3;22,44
45;1,21;240;36,8;19,05;69;14,5;10,5;25;23,55
210;1,21;120;42;18,18;75;9;7,3;16,3;16,82
45;1,21;60;29;15,91;60;9;7,3;16,3;16,42
40;1,21;240;24,5;14,06;57;6;4,5;10,5;10,15
180;1,21;120;28,5;16,36;63;9,5;10;19,5;17,36
150;1,21;180;70,5;29,34;92;38,6;40,5;79,1;27
160;1,21;240;44;20,09;72;19,2;8;27,2;25,44
270;1,21;180;42,5;21,08;74;20,8;13,6;34,4;27,54
180;1,21;120;32;15,87;64;6,3;5,3;11,6;9,35
135;1,21;300;40,3;15,74;65;7;5,3;12,3;9,39
180;1,21;420;42;18,67;75;22,8;10,9;33,7;29,17
0;1,21;180;52;20,83;77;23,2;13,4;36,6;29,74
60;1,21;240;62,8;20,05;79,5;12,3;8,8;21,1;17,04
220;1,21;240;46,7;17,36;72;13,9;7,4;21,3;19,71
210;1,21;120;28,7;16,72;67,5;15,9;14,8;30,7;28,44
230;1,21;120;37,7;17,93;73,5;10,5;8,9;19,4;17,57
120;1,21;240;22;13,86;54,5;6,5;4,9;11,4;12,13
240;1,21;240;55,7;25,09;89;36,3;35,4;71,7;31
80;1,21;120;39;20,78;73;24,3;16,4;40,7;33,07
60;1,21;180;30,6;16,79;61;10,5;4,5;15;13,85
120;1,21;300;29,7;18,13;66;11,7;10;21,7;21,24
50;1,21;180;24,5;13,85;57;5,5;4,5;10;9,9
60;1,21;180;34,5;16,41;65,5;12,5;8,2;20,7;20,1
40;1,21;120;34,2;17,45;64;11,5;5,5;17;15,08
180;1,21;180;53,5;20,9;77,5;21,5;8,5;30;26,3
240;1,21;180;53,5;20,39;76;16;14,5;30,5;26,41
120;1,21;180;71;26,08;95;31,3;29;60,3;32,07
25;1,21;60;21;13,44;53;7,3;5;12,3;13,09
90;1,21;180;45;18,73;75;15;9,5;24,5;22,87
0;1,21;120;46,5;20,67;70;12;14,5;26,5;23,75
150;1,21;120;35;19,49;70;15;13,5;28,5;26,03
150;1,21;180;55,5;24,67;87;18,2;19,5;37,7;30,24
60;1,21;420;62;27,56;94;26;19,5;45,5;33,18
150;1,21;180;62;22,77;79;8,5;7,5;16;12,43
60;1,21;180;50;19,53;79;10;9;19;17,92
60;1,21;300;64,5;18,44;83;7,5;7,4;14,9;11,35
50;1,21;120;42,8;19,81;77;21,4;7,5;28,9;23,59
60;1,21;240;42,8;16,72;70;10;8,5;18,5;17,27
65;1,21;300;71;25,16;88,5;23,8;20;43,8;32,31
50;1,19;120;34,9;15,93;67;7,3;6,4;13,7;13,54
0;1,19;180;34,9;15,11;63,5;8,4;6,3;14,7;11,85
5;1,19;120;65,1;21,75;83;9,5;12,8;22,3;18,04
300;1,19;60;57,5;19,21;75;8,4;7,5;15,9;12,33
50;1,19;240;30,1;14,52;61,5;4,8;4,2;9;5,78
0;1,19;300;56,6;21,84;77;12,6;8,9;21,5;18,08
130;1,19;180;41;19,77;74;18,6;9,5;28,1;25,76
60;1,19;60;31,5;15,84;66;10,3;6,5;16,8;14,59
120;1,19;360;28,9;15,18;60;9;6,5;15,5;15,64
80;1,19;60;22,3;16,57;57;7,8;5,8;13,6;12,44
20;1,19;240;22;15,28;58;7,8;5,5;13,3;12,13
90;1,14;180;30,3;18,21;67;15,5;8,4;23,9;23,71
60;1,14;120;33,1;20,52;72;17,5;18,2;35,7;30,9
120;1,14;180;28,5;17,95;67;12,8;11,5;24,3;23,32
120;1,14;180;41,8;20,44;76;25;12,5;37,5;31,05
20;1,14;180;46,9;19,52;77;11,6;8,3;19,9;17,41
120;1,14;300;43;16,38;75;7,3;9,4;16,7;15,6
35;1,14;120;55,8;21,26;83,5;16,9;17,5;34,4;28,44
180;1,14;180;26,5;13,33;57;11;6,8;17,8;17,23
60;1,14;120;38;18,33;71,5;16,8;7,8;24,6;22,55
30;1,14;60;39,3;20,34;77;23,8;20,9;44,7;34,37
35;1,14;120;41,1;17,79;71;11,4;7,5;18,9;18,83
130;1,14;300;34,3;17,25;81,5;12,3;9,4;21,7;18,94
60;1,14;360;82,5;36,67;51,5;22,8;15,5;38,3;29,4
0;1,14;300;34,4;14,89;65,5;11,5;5,3;16,8;16,59
120;1,14;240;40;16,87;64;7,3;4;11,3;8,72
60;1,14;240;38,2;16,98;65,5;7,3;5,2;12,5;10
90;1,14;60;40,3;15,74;66;8,8;6;14,8;13,95
90;1,14;180;58,9;20,38;79,5;16,6;12,6;29,2;25,79
90;1,14;60;56,3;20,68;72;5,7;7,3;13;9,82
25;1,14;120;56,2;20,9;83;19,8;20,8;40,6;31,23
90;1,14;120;75,4;29,45;104;21,8;36,5;58,3;34,12
30;1,14;120;28,2;16,18;66;11,5;7,8;19,3;19,59
150;1,14;180;29,6;17,79;65,5;9,5;9,6;19,1;17,71
50;1,14;240;24,7;13,96;59;9,1;4;13,1;13,23
20;1,14;300;22;12,63;55;5,1;9,5;14,6;11,45
130;1,14;240;29;17,16;64,5;11,6;7,2;18,8;19,14
60;1,14;180;27;14,81;64;10;8,5;18,5;16,17
150;1,14;180;42,7;16,27;70;12,5;6;18,5;15,87
180;1,14;240;26,5;16,43;62;10,4;9,3;19,7;17,54
150;1,14;180;39,2;25,09;83;30,1;22,4;52,5;36,1
150;1,14;240;32,1;18,15;64;15,3;10,5;25,8;24,44
30;1,14;360;26,4;15,86;60;13,8;8,3;22,1;21,97
120;1,14;120;35;17,86;69;14;7;21;18,96
0;1,14;120;52;20,83;82;15,5;14,5;30;26,1
130;1,14;360;46;19,4;71;10,5;6;16,5;15,61
120;1,14;180;55;19,03;77,5;6,5;7,5;14;10,85
30;1,14;60;20,7;11,7;59;9;6;15;13,85
50;1,14;300;24,5;13,44;58;8;4,5;12,5;10,6
60;1,14;120;63,3;26,35;85;20;20,5;40,5;31,19
60;1,14;60;28,5;14,54;61,5;8;6,5;14,5;14,35
120;1,14;420;47,5;20,56;75;20,5;16,5;37;29,72
40;1,13;60;25,6;16,12;58;6,3;3,5;9,8;7,68
15;1,13;120;21,1;14,18;51,5;9,8;5,4;15,2;16,05
70;1,13;120;39;17,33;70;18,3;9,1;27,4;22,58
70;1,13;240;79,4;28,13;98,5;35,9;47,4;83,3;25,39
180;1,13;120;53;19,23;73,2;9,1;6,4;15,5;12,34
60;1,13;240;43,1;18,17;68,5;9,3;7,4;16,7;15,4
90;1,13;360;40,8;14,99;68;11,2;5,9;17,1;16,58
60;1,13;60;66;29,33;95;24,2;33;57,2;33,26
35;1,13;60;21;13,66;58;8;5,5;13,5;14,34
35;1,13;120;22;14,54;56;8,7;4,5;13,2;14,03
130;1,13;240;42;15,81;67;14,6;7;21,6;19,96
105;1,13;30;48,2;16,29;75;13,8;8,8;22,6;20,58
270;1,13;300;55,8;21,53;81,5;19,7;15;34,7;29
30;1,07;120;30,6;17,3;69;13,2;9,2;22,4;22,22
30;1,07;0;39,3;20,05;72;13,3;16,2;29,5;26,98
60;1,07;60;45,6;20,82;75;12,9;10,5;23,4;19,32
30;1,07;300;25,7;15,21;62,5;14,5;8,4;22,9;22,62
120;1,07;120;33,4;16,8;67,5;13,2;7,2;20,4;20,15
25;1,07;180;47,5;21,69;81,5;14,5;17,6;32,1;28,57
120;1,07;180;27,9;13,84;60,5;13,9;6,1;20;19,2
60;1,07;30;66,9;27,85;92,5;36,4;43,8;80,2;28,09
0;1,07;180;42,3;17,61;68,5;9,7;6,5;16,2;13,72
105;1,07;60;66,4;25,62;88;21,2;21,8;43;32,26
90;1,07;240;56,6;19,58;75;7,3;8,4;15,7;12,14
180;1,07;120;62,8;18,75;73;5,2;5,8;11;7,3
90;1,07;60;50,1;18,4;76;10,5;10;20,5;18,83
30;1,07;120;26,8;18,01;60;11,8;6,5;18,3;16,99
0;1,07;180;44,8;22,22;79;18,9;15;33,9;29,97
90;1,07;120;49,3;19,75;59;7,9;8,2;16,1;15,62
60;1,07;180;45,5;17,55;75;13;8,3;21,3;19,71
30;1,07;60;53,6;22,6;81;22,8;17,5;40,3;31,12
120;1,07;60;55;20,2;76;12;15,5;27,5;24,25
60;1,07;60;52;24,73;80;25,3;18;43,3;32,16
0;1,06;300;34;19,81;73,5;15,4;15;30,4;28,25
20;1,06;120;40,6;20,13;75;17,5;10,9;28,4;26,26
75;1,06;180;32,5;13,88;65;7,4;4,9;12,3;11,19
90;1,06;180;45,1;15,98;70;11,4;7,1;18,5;15,17
50;1,06;180;46,3;20,04;68,6;13;11,8;24,8;22,3
50;1,06;240;36;16,22;68;12,3;8,2;20,5;19,63
30;1,06;180;26;13,85;62;8,3;7;15,3;13,15
50;1,06;120;40,5;20,96;78;17,5;17,4;34,9;28,4
0;1;120;28;16,32;60;9,1;4,5;13,6;12,04
0;1;300;55,3;24,58;84;25,6;32,4;58;34,53
0;1;240;48,3;18,63;79;14,4;11,9;26,3;23,4
0;1;240;58,1;24,5;81;17,6;15,3;32,9;25,33
0;1;360;39,9;17,97;67;12,1;9,5;21,6;19,76
140;1;120;63,3;23,54;81;12;7,8;19,8;18,43
45;1;60;45,8;18,82;70;13,2;10,4;23,6;21,38
45;1;300;45,8;17,45;74;14,7;10,5;25,2;22,6
0;1;60;26;14,27;60;10,5;6,5;17;17,48
0;1;240;36,7;18,99;69,5;14,3;7,5;21,8;21,33
15;0,94;360;62;24,84;94;15;23,8;38,8;31,61
30;0,94;120;25,6;13,84;59;9,8;5;14,8;14,95
0;0,88;180;41,3;15,74;69;6,3;4,9;11,2;10,61
0;0,88;240;47,8;20,42;78,5;19,1;13,5;32,6;25,86
0;0,88;240;49,6;20,12;78;17;14,3;31,3;27,1
0;0,88;120;30;20,83;54;3,8;8,9;12,7;13,21
0;0,88;240;21;15,61;55;6,8;5,6;12,4;11,19
0;0,88;240;35;18,38;71;13,6;15;28,6;26,79
180;0,07;120;39,1;18,6;65;10,1;6,4;16,5;14,01
